template_code,retro_template,template_hash,classification,library_occurence,reaction_id,name,source_file,source_line,confidence,needs_review,has_generic_group,generic_resolution_status,aizynthfinder_ready,conditions,raw_reaction_smiles,forward_smarts
374,[#6]-[#8]-[#6](=[#8])-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8-].[Na+]>>[#8]=[#6]1-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#6]-1=[#8],299ac4271ca5c3d93024332b5ff77900cb26d5d4c95a2aeb145012224da210d0,cyclization,1,LIT_0240,6.8 紫檀素的合成 / 6.8.9 分子内氢原子提取-环化,26-06-26 黄酮化合物的合成.md,1154,0.95,False,False,not_generic,True,邻苄氧基苯乙醛酸酯在光照下，通过分子内氢原子提取-环化反应可以生成二氢苯并吡喃。Kraus G A等充分利用了此反应，对邻苄氧基苯乙醛酸酯用十亿分之一秒的激光照射，随后在酸性条件下成环，合成了coumestan和 coumestrol(图6.68)。 条件：NaOMe/MeOH，开环甲酯化并形成酚盐 条件：NaOMe，邻-MOM苄溴参与 O-烷基化,O=C1Oc2ccccc2C1=O>>COC(=O)C(=O)c1ccccc1[O-].[Na+],[#8]=[#6]1-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#6]-1=[#8]>>[#6]-[#8]-[#6](=[#8])-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8-].[Na+]
375,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6](=[#8])-[#6](=[#8])-[#8]-[#6].[Na+].[#35-]>>[#6]-[#8]-[#6](=[#8])-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8-].[Na+].[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]-[#35],4e875d046c1b04d7eddd6084c28a991fac6bd22fcdd32df2fd79912f06a54e00,cyclization,1,LIT_0241,6.8 紫檀素的合成 / 6.8.9 分子内氢原子提取-环化,26-06-26 黄酮化合物的合成.md,1160,0.95,False,False,not_generic,True,条件：NaOMe，邻-MOM苄溴参与 O-烷基化 条件：$h\nu$，分子内光环化,COC(=O)C(=O)c1ccccc1[O-].[Na+].COCOc1ccccc1CBr>>COCOc1ccccc1COc1ccccc1C(=O)C(=O)OC.[Na+].[Br-],[#6]-[#8]-[#6](=[#8])-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8-].[Na+].[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]-[#35]>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6](=[#8])-[#6](=[#8])-[#8]-[#6].[Na+].[#35-]
376,[#6]-[#8]-[#6](-[#6@]1(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6@@H]-1-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8]-[#6]-[#8]-[#6])-[#8])=[#8]>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6](=[#8])-[#6](=[#8])-[#8]-[#6],be3691ce29df2365c6b44b248b57b8ee54a24b1cc808a0688581b6c176b4c89f,deprotection,1,LIT_0242,6.8 紫檀素的合成 / 6.8.9 分子内氢原子提取-环化,26-06-26 黄酮化合物的合成.md,1166,0.95,False,False,not_generic,True,条件：$h\nu$，分子内光环化 条件：H+，MOM 脱保护,COCOc1ccccc1COc1ccccc1C(=O)C(=O)OC>>COC([C@]1(c2ccccc2O[C@@H]1c3ccccc3OCOC)O)=O,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6](=[#8])-[#6](=[#8])-[#8]-[#6]>>[#6]-[#8]-[#6](-[#6@]1(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6@@H]-1-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8]-[#6]-[#8]-[#6])-[#8])=[#8]
377,[#6]-[#8]-[#6](-[#6@]1(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6@@H]-1-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8])-[#8])=[#8].[#6]=[#8].[#6]-[#8]>>[#6]-[#8]-[#6](-[#6@]1(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6@@H]-1-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8]-[#6]-[#8]-[#6])-[#8])=[#8].[#8],1c9005284b962e3a55a805f7f6114871829785ecf0313f898326e1abcdd32275,deprotection,1,LIT_0243,6.8 紫檀素的合成 / 6.8.9 分子内氢原子提取-环化,26-06-26 黄酮化合物的合成.md,1172,0.95,False,False,not_generic,True,条件：H+，MOM 脱保护 条件：H+，分子内酯化,COC([C@]1(c2ccccc2O[C@@H]1c3ccccc3OCOC)O)=O.O>>COC([C@]1(c2ccccc2O[C@@H]1c3ccccc3O)O)=O.C=O.CO,[#6]-[#8]-[#6](-[#6@]1(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6@@H]-1-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8]-[#6]-[#8]-[#6])-[#8])=[#8].[#8]>>[#6]-[#8]-[#6](-[#6@]1(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6@@H]-1-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8])-[#8])=[#8].[#6]=[#8].[#6]-[#8]
378,[#8]=[#6]1-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#6]2(-[#8])-[#6]3:[#6]:[#6]:[#6]:[#6]:[#6]:3-[#8]-[#6]-1-2.[#6]-[#8]>>[#6]-[#8]-[#6](-[#6@]1(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6@@H]-1-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8])-[#8])=[#8],73a655b2426c260c794364aedde936f9b0d3ef610d059322044c2fd00bbadf0e,cyclization,1,LIT_0244,6.8 紫檀素的合成 / 6.8.9 分子内氢原子提取-环化,26-06-26 黄酮化合物的合成.md,1178,0.95,False,False,not_generic,True,条件：H+，分子内酯化 条件：H+，脱水芳构化,COC([C@]1(c2ccccc2O[C@@H]1c3ccccc3O)O)=O>>O=C1Oc2ccccc2C2(O)c3ccccc3OC12.CO,[#6]-[#8]-[#6](-[#6@]1(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6@@H]-1-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8])-[#8])=[#8]>>[#8]=[#6]1-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#6]2(-[#8])-[#6]3:[#6]:[#6]:[#6]:[#6]:[#6]:3-[#8]-[#6]-1-2.[#6]-[#8]
379,[#8]=[#6]1:[#8]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]2:[#8]:[#6]3:[#6]:[#6]:[#6]:[#6]:[#6]:3:[#6]:1:2.[#8]>>[#8]=[#6]1-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#6]2(-[#8])-[#6]3:[#6]:[#6]:[#6]:[#6]:[#6]:3-[#8]-[#6]-1-2,75feeae223d111012c0505405fd28478b17925306cbb63d341ee99fbd3541e12,protection,1,LIT_0245,图6.68 通过分子内氢原子提取-环化合成紫檀素,26-06-26 黄酮化合物的合成.md,1184,0.95,False,False,not_generic,True,"条件：H+，脱水芳构化 #### 6.8.10 苯甲酰氯与苯乙酸甲酯的酰化 Maharik NA等报道了只需两步合成 coumestrol的新方法。2,4-二甲氧基苯甲酰氯与不同基团保护的2-羟基-4-甲氧基苯乙酸甲酯，在n-BuLi下发生C-酰化反应，最后用BBr环合、脱甲基即可(图6.69)。此法具有操作简便、条件温和、产率高的优点。",O=C1Oc2ccccc2C2(O)c3ccccc3OC12>>O=c1oc2ccccc2c2oc3ccccc3c12.O,[#8]=[#6]1-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#6]2(-[#8])-[#6]3:[#6]:[#6]:[#6]:[#6]:[#6]:3-[#8]-[#6]-1-2>>[#8]=[#6]1:[#8]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]2:[#8]:[#6]3:[#6]:[#6]:[#6]:[#6]:[#6]:3:[#6]:1:2.[#8]
380,[#6]-[#8]-[#6](=[#8])-[#6](-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#8]-[#6])-[#6]1:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:[#6]:1-[#8]>>[#6]-[#8]-[#6](=[#8])-[#6]-[#6]1:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:[#6]:1-[#8].[#17]-[#6](-[#6]1:[#6](-[#8]-[#6]):[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1)=[#8].[#6]-[#6]-[#6]-[#6]-[Li],614a6d512f4b2135dcac41855a22ecf6eed223e28a77de1a924dfea2f7edaae2,protection,1,LIT_0246,6.8 紫檀素的合成 / 6.8.10 苯甲酰氯与苯乙酸甲酯的酰化,26-06-26 黄酮化合物的合成.md,1193,0.95,False,False,not_generic,True,"#### 6.8.10 苯甲酰氯与苯乙酸甲酯的酰化 Maharik NA等报道了只需两步合成 coumestrol的新方法。2,4-二甲氧基苯甲酰氯与不同基团保护的2-羟基-4-甲氧基苯乙酸甲酯，在n-BuLi下发生C-酰化反应，最后用BBr环合、脱甲基即可(图6.69)。此法具有操作简便、条件温和、产率高的优点。 反应条件：BBr3",COC(=O)Cc1cc(OC)ccc1O.ClC(c2c(OC)cc(OC)cc2)=O.CCCC[Li]>>COC(=O)C(C(=O)c1ccc(OC)cc1OC)c1cc(OC)ccc1O,[#6]-[#8]-[#6](=[#8])-[#6]-[#6]1:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:[#6]:1-[#8].[#17]-[#6](-[#6]1:[#6](-[#8]-[#6]):[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1)=[#8].[#6]-[#6]-[#6]-[#6]-[Li]>>[#6]-[#8]-[#6](=[#8])-[#6](-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#8]-[#6])-[#6]1:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:[#6]:1-[#8]
381,[#8]-[#6]1:[#6]:[#6]2:[#8]:[#6](=[#8]):[#6]3:[#6]4:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:4:[#8]:[#6]:3:[#6]:2:[#6]:[#6]:1>>[#6]-[#8]-[#6](=[#8])-[#6](-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#8]-[#6])-[#6]1:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:[#6]:1-[#8],9cda944e4c568f9748ff73f9c0361cbb2728478a359510975843667b0cfe339c,literature_reaction,1,LIT_0247,图6.69 coumestrol的合成,26-06-26 黄酮化合物的合成.md,1199,0.95,False,False,not_generic,True,反应条件：BBr3,COC(=O)C(C(=O)c1ccc(OC)cc1OC)c1cc(OC)ccc1O>>Oc3cc4oc(=O)c5c6ccc(O)cc6oc5c4cc3,[#6]-[#8]-[#6](=[#8])-[#6](-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#8]-[#6])-[#6]1:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:[#6]:1-[#8]>>[#8]-[#6]1:[#6]:[#6]2:[#8]:[#6](=[#8]):[#6]3:[#6]4:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:4:[#8]:[#6]:3:[#6]:2:[#6]:[#6]:1
382,[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]):[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]-[#6]):[#6]:1)-[#6]-[#6]-2=[#8]>>[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]):[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]-[#6]):[#6]:1)-[#6]-[#6]-21-[#16]-[#6]-[#6]-[#6]-[#16]-1,e8a74e892bb519ee404ec9936ee78fd20099a269606b2198e4421fdf4b418bd4,flavanone_synthesis,1,LIT_0248,图6.70 黄烷的合成,26-06-26 黄酮化合物的合成.md,1211,0.95,False,False,not_generic,True,"黄烷类化合物是自然界中广泛存在的一类天然产物，其分子中含有3,4-二氢-2-苯基-1-苯并毗喃骨架，属于二氢黄酮类化合物。由于分子结构相对简单，合成起来比较容易。一般采用直接还原二氢黄酮的方法，NaBH4、Pd/C等均可实现。如果把黄烷酮转化成缩硫酮，然后催化还原脱除羰基生成黄烷(图 6.70),该方法具有反应条件温和、产率高和产物单一的优点。",COc1cc(O)c2c(c1)OC(c1ccc(O)c(OC)c1)CC21SCCCS1>>COc1cc(O)c2c(c1)OC(c1ccc(O)c(OC)c1)CC2=O,[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]):[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]-[#6]):[#6]:1)-[#6]-[#6]-21-[#16]-[#6]-[#6]-[#6]-[#16]-1>>[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]):[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]-[#6]):[#6]:1)-[#6]-[#6]-2=[#8]
383,[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]):[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]-[#6]):[#6]:1)-[#6]-[#6]-2>>[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]):[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]-[#6]):[#6]:1)-[#6]-[#6]-21-[#16]-[#6]-[#6]-[#6]-[#16]-1,f17bedf8ffc65492252da4f715092700db2597b1ab46b4ef590e4eab36133bf8,chalcone_synthesis,1,LIT_0249,图6.70 黄烷的合成,26-06-26 黄酮化合物的合成.md,1214,0.95,False,False,not_generic,True,"黄烷类化合物是自然界中广泛存在的一类天然产物，其分子中含有3,4-二氢-2-苯基-1-苯并毗喃骨架，属于二氢黄酮类化合物。由于分子结构相对简单，合成起来比较容易。一般采用直接还原二氢黄酮的方法，NaBH4、Pd/C等均可实现。如果把黄烷酮转化成缩硫酮，然后催化还原脱除羰基生成黄烷(图 6.70),该方法具有反应条件温和、产率高和产物单一的优点。 2'-羟基查耳酮先催化氢化成醇，再用路易斯酸(BF3·Et2O)环合，不经二氢异黄酮就可得到黄烷化合物。此法简单、有效，适合于天然黄烷类化合物的合成。例如，(±)-3',7-二羟基-4'-甲氧基黄烷的合成(图 6.71)。",COc1cc(O)c2c(c1)OC(c1ccc(O)c(OC)c1)CC21SCCCS1>>COc1cc(O)c2c(c1)OC(c1ccc(O)c(OC)c1)CC2,[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]):[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]-[#6]):[#6]:1)-[#6]-[#6]-21-[#16]-[#6]-[#6]-[#6]-[#16]-1>>[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]):[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]-[#6]):[#6]:1)-[#6]-[#6]-2
384,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](/[#6]=[#6]/[#6](=[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1.[#8]>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6](-[#6](-[#6])=[#8]):[#6]:[#6]:[#6]:1-[#8]-[#6].[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#8]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1,209edf873003ab4cf9e5dd431774c16ab928b6a32afb8ab2d599e00e33ddae9f,protection,1,LIT_0250,6.9 黄烷与异黄烷的合成 / 6.9.1 黄烷的合成,26-06-26 黄酮化合物的合成.md,1223,0.95,False,False,not_generic,True,"2'-羟基查耳酮先催化氢化成醇，再用路易斯酸(BF3·Et2O)环合，不经二氢异黄酮就可得到黄烷化合物。此法简单、有效，适合于天然黄烷类化合物的合成。例如，(±)-3',7-二羟基-4'-甲氧基黄烷的合成(图 6.71)。",COCOc1cc(C(C)=O)ccc1OC.COCOc1ccc(C=O)c(OCOC)c1>>COCOc1ccc(/C=C/C(=O)c2ccc(OC)c(OCOC)c2)c(OCOC)c1.O,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6](-[#6](-[#6])=[#8]):[#6]:[#6]:[#6]:1-[#8]-[#6].[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#8]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](/[#6]=[#6]/[#6](=[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1.[#8]
385,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]-[#6](-[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](/[#6]=[#6]/[#6](=[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1.[H]-[H].[H]-[H],b90e3dbcdfb6d61b7711a9413f23c9ca9e2c4093b45037947afd03d2088f747b,protection,1,LIT_0251,6.9 黄烷与异黄烷的合成 / 6.9.1 黄烷的合成,26-06-26 黄酮化合物的合成.md,1229,0.85,False,False,not_generic,True,,COCOc1ccc(/C=C/C(=O)c2ccc(OC)c(OCOC)c2)c(OCOC)c1.[H][H].[H][H]>>COCOc1ccc(CCC(O)c2ccc(OC)c(OCOC)c2)c(OCOC)c1,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](/[#6]=[#6]/[#6](=[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1.[H]-[H].[H]-[H]>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]-[#6](-[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1
386,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]-[#6](-[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]):[#6]:1.[#6]=[#8].[#6]-[#8]>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]-[#6](-[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1.[#8],a1b90a9a01332dc35a198170fd68be9acd9c579f703377d4b1a382cf8807cfe8,protection,1,LIT_0252,6.9 黄烷与异黄烷的合成 / 6.9.1 黄烷的合成,26-06-26 黄酮化合物的合成.md,1235,0.85,False,False,not_generic,True,,COCOc1ccc(CCC(O)c2ccc(OC)c(OCOC)c2)c(OCOC)c1.O>>COCOc1ccc(CCC(O)c2ccc(OC)c(OCOC)c2)c(O)c1.C=O.CO,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]-[#6](-[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1.[#8]>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]-[#6](-[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]):[#6]:1.[#6]=[#8].[#6]-[#8]
387,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1)-[#6]-[#6]-2.[#8]>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]-[#6](-[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]):[#6]:1,172db2571643aa3cb1a3f1ed30172cc82f9b44807a928b53ef9a035a64073bc8,protection,1,LIT_0253,6.9 黄烷与异黄烷的合成 / 6.9.1 黄烷的合成,26-06-26 黄酮化合物的合成.md,1241,0.85,False,False,not_generic,True,,COCOc1ccc(CCC(O)c2ccc(OC)c(OCOC)c2)c(O)c1>>COCOc1ccc2c(c1)OC(c1ccc(OC)c(OCOC)c1)CC2.O,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]-[#6](-[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:2):[#6](-[#8]):[#6]:1>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1)-[#6]-[#6]-2.[#8]
388,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]):[#6]:1)-[#6]-[#6]-2.[#6]=[#8].[#6]-[#8]>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1)-[#6]-[#6]-2.[#8],d2a2a505f7b88a7ca862229202907c500ab67843c28312abb9ce19fb02c82b74,literature_reaction,1,LIT_0254,6.9 黄烷与异黄烷的合成 / 6.9.1 黄烷的合成,26-06-26 黄酮化合物的合成.md,1247,0.85,False,False,not_generic,True,,COCOc1ccc2c(c1)OC(c1ccc(OC)c(OCOC)c1)CC2.O>>COCOc1ccc2c(c1)OC(c1ccc(OC)c(O)c1)CC2.C=O.CO,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]-[#8]-[#6]):[#6]:1)-[#6]-[#6]-2.[#8]>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]):[#6]:1)-[#6]-[#6]-2.[#6]=[#8].[#6]-[#8]
389,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]2-[#6]-[#6]-[#6]3:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:3-[#8]-2):[#6]:[#6]:1-[#8].[#6]=[#8].[#6]-[#8]>>[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]):[#6]:1)-[#6]-[#6]-2.[#8],b2bbb27d54fa8d0817389abb5f7fcce9420de8f9db386e7ffa09c5f3ae059372,reduction,1,LIT_0255,"图6.71 (±)-3′,7-二羟基-4′-甲氧基黄烷的合成",26-06-26 黄酮化合物的合成.md,1253,0.95,False,False,not_generic,True,"Choi ET等以光活的β-芳基-β-羟基酯为原料，不对称合成了黄烷化合物。以(R)-β-芳基-β-羟基酯为起始物，先经四氢铝锂还原得到相应的1,3-二醇，再选择性碘化可得3-碘丙醇化合物。在Mitsunobu条件下，构型发生改变，生成(S)-芳基醚。最后，在丁基锂存在下环合，得到(S)-chroman化合物(图6.72)。 四氢铝锂还原得1, 3-二醇：LiAlH4",COCOc1ccc2c(c1)OC(c1ccc(OC)c(O)c1)CC2.O>>COc1ccc(C2CCc3ccc(O)cc3O2)cc1O.C=O.CO,[#6]-[#8]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#8]-[#6](-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]):[#6]:1)-[#6]-[#6]-2.[#8]>>[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]2-[#6]-[#6]-[#6]3:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:3-[#8]-2):[#6]:[#6]:1-[#8].[#6]=[#8].[#6]-[#8]
